"Envio","EstadoBR","Capital","Favela","Bairro","FaixaEtária","Raça","Gênero","Trans","Escolaridade","Abordado","Quantidade","Qtd_+10","Última","Ocorridos","PolicialMesmoGênero","Revistas","Tratamento","Ocorridos2","Sentimentos","Transporte","Racismo","Armas","Motivo","Identificação","Tempo","Tipos","Local","Imagem","Menor18","Casa","Delegacia","NaDelegacia","Conhecidos","Conte"
"2021-05-17 21:06:35","São Paulo","Reg.Metropolitana","Não","Bairro Renda Baixa","25 - 29 anos","Preta","Feminino","Não","Médio completo","Sim","2 - 4","","> 5 anos","Houve revista pessoal (contato físico entre o policial e você) Houve consulta aos meus documentos Houve revista na minha bolsa/mochila Perguntaram para onde eu estava indo (ou vindo)","Gênero diferente","Nenhuma das alternativas anteriores","Péssimo","Houve agressão verbal, xingamentos Houve assédio moral","Humilhado Com raiva ou ódio Exposto Frustrado ou impotente Revoltado Inseguro Tendo minha privacidade invadida Com medo Desrespeitado Aliviado por não ter acontecido algo pior","a pé","Nunca mencionaram sua raça ou cor","Algumas vezes","Me disseram que minha ATITUDE era suspeita Me informaram que estavam me abordando como parte da rotina do trabalho Estavam abordando várias pessoas no local (ex: blitz) Não me informaram o motivo","Uma vez","De 15 a 30 minutos","Policia Militar Guarda Civil Metropolitana/Guarda Municipal","Mesmos lugares","Nunca","Não","Não","Não","","",""
"2021-05-17 20:12:46","Distrito Federal","Reg.Metropolitana","Não","Bairro Renda Baixa","35 ou mais","Branca","Feminino","Não","Pós-graduação","Não","","","","","","","","","","","","","","","","","","","","","","","Não",""
"2021-05-17 20:11:01","São Paulo","Reg.Metropolitana","Não","Bairro Renda Baixa","35 ou mais","Preta","Masculino","Não","Superior incompleto","Não","","","","","","","","","","","","","","","","","","","","","","","Sim","Meu irmão vindo da faculdade  (puc sp)policiais  abordaram ele na Paulista ,apenas ele."
"2021-05-17 19:53:02","Rio de Janeiro","Capital","Sim","","25 - 29 anos","Preta","Masculino","Não","Superior completo","Sim","2 - 4","","1 a 5 anos","Houve revista pessoal (contato físico entre o policial e você) Houve consulta aos meus documentos Houve revista na minha bolsa/mochila Perguntaram se era eu traficante ou tinha relação com o tráfico Me chamaram de viado ","Mesmo gênero","Tocaram nas minhas partes íntimas (seios, bumbum, virilha, órgãos genitais)","Péssimo","Houve violência psicológica Houve agressão verbal, xingamentos Houve assédio moral","Humilhado Com raiva ou ódio Exposto Frustrado ou impotente Revoltado Inseguro Tendo minha privacidade invadida Com medo Desrespeitado Aliviado por não ter acontecido algo pior","a pé","Às vezes mencionaram, às vezes não","Algumas vezes","Me disseram que EU PARECIA SER um suspeito que estavam procurando Me disseram que minha ATITUDE era suspeita Me disseram que estranharam alguém como eu ali naquele local que eu estava Me informaram que estavam me abordando como parte da rotina do trabalho","Algumas vezes","De 5 a 15 minutos","Policia Militar","Mesmos lugares","Foto ou vídeo","Sim","Não","Não","","",""
"2021-05-17 19:28:54","Distrito Federal","Capital","Não","Bairro Renda Alta","35 ou mais","Parda","Masculino","Não","Pós-graduação","Sim","2 - 4","","6 meses - 1 ano","Houve revista pessoal (contato físico entre o policial e você) Houve consulta aos meus documentos Perguntaram para onde eu estava indo (ou vindo)","Mesmo gênero","Nenhuma das alternativas anteriores","Bom","Houve violência psicológica","Frustrado ou impotente Inseguro","de carro","Nunca mencionaram sua raça ou cor","Sempre","Meu carro tinha uma irregularidade","Nunca","De 5 a 15 minutos","Policia Militar","Diversos","Nunca","Sim","Não","Não","","",""
"2021-05-17 19:18:32","Distrito Federal","Capital","Não","Bairro Renda Média","35 ou mais","Branca","Masculino","Não","Pós-graduação","Sim","7 - 9","","3 - 6 meses","Houve revista pessoal (contato físico entre o policial e você) Houve consulta aos meus documentos Houve revista no veículo (no carro, na moto, etc.) Perguntaram para onde eu estava indo (ou vindo)","Mesmo gênero","Tocaram nas minhas partes íntimas (seios, bumbum, virilha, órgãos genitais)","Bom","Nenhuma das opções anteriores","Nenhuma das alternativas anteriores","de carro","Nunca mencionaram sua raça ou cor","Nunca","Me informaram que estavam me abordando como parte da rotina do trabalho Estavam abordando várias pessoas no local (ex: blitz) Não me informaram o motivo","Algumas vezes","Até 5 minutos","Policia Militar Policia Rodoviário Federal","Diversos","Nunca","Não","Não","Não","","",""
"2021-05-17 18:53:43","Distrito Federal","Capital","Não","Bairro Renda Alta","35 ou mais","Branca","Masculino","Não","Pós-graduação","Não","","","","","","","","","","","","","","","","","","","","","","","Sim",""
"2021-05-17 18:47:53","Rio de Janeiro","Reg.Metropolitana","Não","Bairro Renda Alta","25 - 29 anos","Branca","Masculino","Não","Superior completo","Sim","4 - 6","","1 a 5 anos","Houve consulta aos meus documentos Perguntaram para onde eu estava indo (ou vindo)","","","Bom","Nenhuma das opções anteriores","Frustrado ou impotente Aliviado por não ter acontecido algo pior","de carro","Nunca mencionaram sua raça ou cor","Nunca","Estavam abordando várias pessoas no local (ex: blitz)","Nunca","De 15 a 30 minutos","Policia Civil","Diversos","Nunca","Não","Não","Sim","Eu fui levado, prestei esclarecimentos e fui liberado","",""
"2021-05-17 18:18:02","Distrito Federal","Capital","Não","Bairro Renda Média","35 ou mais","Branca","Feminino","Não","Pós-graduação","Não","","","","","","","","","","","","","","","","","","","","","","","Sim",""
"2021-05-17 17:12:54","Santa Catarina","Reg.Metropolitana","Não","Bairro Renda Média","35 ou mais","Branca","Masculino","Não","Médio completo","Sim","2 - 4","","> 5 anos","Houve consulta aos meus documentos Houve revista no veículo (no carro, na moto, etc.) Perguntaram para onde eu estava indo (ou vindo)","","","Ruim","Houve violência psicológica","Humilhado Frustrado ou impotente Desrespeitado Aliviado por não ter acontecido algo pior","de carro","Nunca mencionaram sua raça ou cor","Nunca","Não me informaram o motivo","Nunca","Até 5 minutos","Policia Militar Policia Civil Policia Rodoviário Federal","Diversos","Nunca","Não","Não","Não","","",""
"2021-05-17 17:11:40","São Paulo","Reg.Metropolitana","Sim","","25 - 29 anos","Preta","Masculino","Não","Superior incompleto","Sim","7 - 9","","> 5 anos","Houve revista pessoal (contato físico entre o policial e você) Houve consulta aos meus documentos Houve revista na minha bolsa/mochila Houve revista no veículo (no carro, na moto, etc.) Perguntaram para onde eu estava indo (ou vindo) Perguntaram se era eu traficante ou tinha relação com o tráfico Tentaram armar uma situação falsa para me incriminar Terror psicólogico  sempre ! A arma nunca das mãos deles e nuca muda a direção do cano , a cabeça !","Mesmo gênero","Tocaram nas minhas partes íntimas (seios, bumbum, virilha, órgãos genitais)","Péssimo","Houve violência física Houve violência psicológica Houve agressão verbal, xingamentos Houve ameaças contra mim Houve ameaça de morte Houve assédio moral","Humilhado Com raiva ou ódio Exposto Frustrado ou impotente Revoltado Inseguro Tendo minha privacidade invadida Com medo Desrespeitado Aliviado por não ter acontecido algo pior","de carro","Mencionaram na maioria das vezes, mas não sempre","Sempre","Me disseram que EU PARECIA SER um suspeito que estavam procurando Me disseram que tinham recebido uma denúncia e precisavam me abordar","Sempre","De 45 minutos a 1 hora","Policia Militar","Diversos","Nunca","Sim","Não","Não","","",""
"2021-05-17 16:13:53","Bahia","Capital","Sim","","35 ou mais","Preta","Masculino","Não","Pós-graduação","Sim","2 - 4","","Não lembra","Houve revista pessoal (contato físico entre o policial e você) Houve consulta aos meus documentos Houve revista na minha bolsa/mochila Perguntaram para onde eu estava indo (ou vindo)","Mesmo gênero","Nenhuma das alternativas anteriores","Ruim","Nenhuma das opções anteriores","Exposto Frustrado ou impotente Revoltado Desrespeitado Aliviado por não ter acontecido algo pior","a pé","Nunca mencionaram sua raça ou cor","Mão na arma no coldre","Me disseram que minha ATITUDE era suspeita Não me informaram o motivo","Nunca","De 15 a 30 minutos","Policia Militar","Diversos","Nunca","Sim","Não","Não","","",""
"2021-05-17 15:48:30","Rio de Janeiro","Capital","Sim","","35 ou mais","Preta","Feminino","Não","Médio completo","Sim","2 - 4","","> 5 anos","Houve revista na minha bolsa/mochila Perguntaram para onde eu estava indo (ou vindo)","","","Ruim","Houve agressão verbal, xingamentos","Com raiva ou ódio Exposto Revoltado Tendo minha privacidade invadida Desrespeitado Aliviado por não ter acontecido algo pior","a pé","Nunca mencionaram sua raça ou cor","Sempre","Me disseram que minha ATITUDE era suspeita Me disseram que tinham recebido uma denúncia e precisavam me abordar Me disseram que estranharam alguém como eu ali naquele local que eu estava","Algumas vezes","De 5 a 15 minutos","Policia Militar","Mesmos lugares","Nunca","Não","Não","Não","","",""
"2021-05-17 15:33:50","São Paulo","Capital","Não","Bairro Renda Média","35 ou mais","Preta","Masculino","Não","Pós-graduação","Sim","acima de 10","14","> 5 anos","Houve revista pessoal (contato físico entre o policial e você) Houve consulta aos meus documentos Houve revista na minha bolsa/mochila Houve revista no veículo (no carro, na moto, etc.) Perguntaram para onde eu estava indo (ou vindo) Perguntaram se era eu traficante ou tinha relação com o tráfico","Mesmo gênero","Tocaram nas minhas partes íntimas (seios, bumbum, virilha, órgãos genitais) Pediram para eu tirar uma ou mais peça de roupa","Ruim","Houve violência psicológica Houve ameaças contra mim Houve assédio moral","Com raiva ou ódio Exposto Frustrado ou impotente Revoltado Inseguro Aliviado por não ter acontecido algo pior","a pé","Às vezes mencionaram, às vezes não","Algumas vezes","Me disseram que EU PARECIA SER um suspeito que estavam procurando Me disseram que minha ATITUDE era suspeita Me disseram que tinham recebido uma denúncia e precisavam me abordar Me disseram que estranharam alguém como eu ali naquele local que eu estava Me informaram que estavam me abordando como parte da rotina do trabalho Estavam abordando várias pessoas no local (ex: blitz)","Algumas vezes","De 5 a 15 minutos","Policia Militar Grupo Especial (ex: BOPE, GOE, ROTA, ROCAM)","Diversos","Nunca","Sim","Não","Não","","",""
"2021-05-17 15:31:35","São Paulo","Reg.Metropolitana","Não","Bairro Renda Alta","18 - 24 anos","Preta","Feminino","Não","Superior incompleto","Sim","2 - 4","","1 a 5 anos","Houve revista pessoal (contato físico entre o policial e você)","Gênero diferente","Nenhuma das alternativas anteriores","Péssimo","Houve agressão verbal, xingamentos","Inseguro","de carro","Sempre mencionaram sua raça ou cor","Mão na arma no coldre","Estavam abordando várias pessoas no local (ex: blitz)","Sempre","De 45 minutos a 1 hora","Policia Militar","Diversos","Nunca","Não","Não","Não","","",""
"2021-05-17 15:28:44","Rio de Janeiro","Reg.Metropolitana","Não","Bairro Renda Média","30 - 34 anos","Preta","Masculino","Não","Pós-graduação","Não","","","","","","","","","","","","","","","","","","","","","","","Sim",""
"2021-05-17 15:08:09","Minas Gerais","Capital","Não","Bairro Renda Alta","35 ou mais","Branca","Feminino","Não","Pós-graduação","Sim","2 - 4","","> 5 anos","Houve consulta aos meus documentos","","","Bom","Nenhuma das opções anteriores","Nenhuma das alternativas anteriores","de carro","Nunca mencionaram sua raça ou cor","Não me lembro","Estavam abordando várias pessoas no local (ex: blitz)","Nunca","Até 5 minutos","Policia Militar Policia Rodoviário Federal","Diversos","Nunca","Não","Não","Não","","",""
"2021-05-17 14:54:15","São Paulo","Capital","Não","Bairro Renda Média","18 - 24 anos","Preta","Masculino","Não","Superior completo","Sim","acima de 10","","6 meses - 1 ano","Houve revista pessoal (contato físico entre o policial e você) Houve consulta aos meus documentos Houve revista no meu celular Houve revista na minha bolsa/mochila Jogaram meus pertences no chão Perguntaram para onde eu estava indo (ou vindo) Perguntaram se era eu traficante ou tinha relação com o tráfico","Mesmo gênero","Nenhuma das alternativas anteriores","Nem bom nem ruim","Houve ameaças contra mim Houve ameaça de morte Houve assédio moral","Humilhado Com raiva ou ódio Exposto Frustrado ou impotente Revoltado Inseguro Tendo minha privacidade invadida Com medo Desrespeitado Aliviado por não ter acontecido algo pior","Transporte público","Sempre mencionaram sua raça ou cor","Sempre","Me disseram que EU PARECIA SER um suspeito que estavam procurando Me disseram que minha ATITUDE era suspeita Me disseram que tinham recebido uma denúncia e precisavam me abordar Me disseram que estranharam alguém como eu ali naquele local que eu estava","Nunca","De 15 a 30 minutos","Policia Militar Policia Civil Policia Rodoviário Federal","Sem padrão","Nunca","Não","Não","Não","","",""
"2021-05-17 14:52:34","São Paulo","Reg.Metropolitana","Sim","","18 - 24 anos","Preta","Masculino","Não","Superior completo","Sim","2 - 4","","1 a 5 anos","Houve revista pessoal (contato físico entre o policial e você) Houve consulta aos meus documentos Perguntaram para onde eu estava indo (ou vindo) Perguntaram se era eu traficante ou tinha relação com o tráfico","Mesmo gênero","Nenhuma das alternativas anteriores","Ruim","Nenhuma das opções anteriores","Frustrado ou impotente Inseguro Com medo Aliviado por não ter acontecido algo pior","a pé","Nunca mencionaram sua raça ou cor","Sempre","Não me informaram o motivo","Nunca","De 5 a 15 minutos","Policia Militar","Diversos","Nunca","Não","Sim","Não","","",""
"2021-05-17 14:51:46","Goiás","Capital","Não","Bairro Renda Média","35 ou mais","Parda","Feminino","Não","Pós-graduação","Não","","","","","","","","","","","","","","","","","","","","","","","Sim",""
"2021-05-17 14:48:31","Rio de Janeiro","Reg.Metropolitana","Não","Bairro Renda Média","35 ou mais","Preta","Masculino","Não","Pós-graduação","Sim","7 - 9","","1 a 5 anos","Houve revista pessoal (contato físico entre o policial e você) Houve consulta aos meus documentos Houve revista no veículo (no carro, na moto, etc.) Perguntaram para onde eu estava indo (ou vindo) Tentaram armar uma situação falsa para me incriminar","Mesmo gênero","Nenhuma das alternativas anteriores","Nem bom nem ruim","Nenhuma das opções anteriores","Com raiva ou ódio Exposto Revoltado Inseguro Com medo Aliviado por não ter acontecido algo pior","a pé","Nunca mencionaram sua raça ou cor","Algumas vezes","Me disseram que EU PARECIA SER um suspeito que estavam procurando Me disseram que tinham recebido uma denúncia e precisavam me abordar Me informaram que estavam fazendo uma operação especial e precisavam me abordar Me informaram que estavam me abordando como parte da rotina do trabalho Estavam abordando várias pessoas no local (ex: blitz) Não me informaram o motivo","Nunca","De 5 a 15 minutos","Policia Militar Policia Civil","Diversos","Nunca","Sim","Não","Não","","",""
